/mnt/lustre/xushuang2/zyfan/data/vox/vox1/
wav_train/id10001/1zcIwhmdeo4/00001.wav	129921
wav_train/id10001/1zcIwhmdeo4/00002.wav	136961
wav_train/id10001/1zcIwhmdeo4/00003.wav	89601
wav_train/id10001/7gWzIy6yIIk/00001.wav	138241
wav_train/id10001/7gWzIy6yIIk/00002.wav	95361
wav_train/id10001/7gWzIy6yIIk/00003.wav	104961
wav_train/id10001/7gWzIy6yIIk/00004.wav	130561
wav_train/id10001/7w0IBEWc9Qw/00001.wav	448641
wav_train/id10001/7w0IBEWc9Qw/00002.wav	96001
wav_train/id10001/7w0IBEWc9Qw/00003.wav	260481
wav_train/id10001/7w0IBEWc9Qw/00004.wav	120321
wav_train/id10001/7w0IBEWc9Qw/00005.wav	76801
wav_train/id10001/7w0IBEWc9Qw/00006.wav	67841
wav_train/id10001/7w0IBEWc9Qw/00007.wav	147201
wav_train/id10001/7w0IBEWc9Qw/00008.wav	168961
wav_train/id10001/7w0IBEWc9Qw/00009.wav	120961
wav_train/id10001/7w0IBEWc9Qw/00010.wav	116481
wav_train/id10001/9mQ11vBs1wc/00001.wav	69761
wav_train/id10001/9mQ11vBs1wc/00002.wav	77441
wav_train/id10001/9mQ11vBs1wc/00003.wav	83841
wav_train/id10001/9mQ11vBs1wc/00004.wav	91521
wav_train/id10001/DtdEYdViWdw/00001.wav	67841
wav_train/id10001/DtdEYdViWdw/00002.wav	120961
wav_train/id10001/DtdEYdViWdw/00003.wav	216961
wav_train/id10001/eWIX7sfn-M0/00001.wav	123521
wav_train/id10001/J9lHsKG98U8/00001.wav	116481
wav_train/id10001/J9lHsKG98U8/00002.wav	229121
wav_train/id10001/J9lHsKG98U8/00003.wav	70401
wav_train/id10001/J9lHsKG98U8/00004.wav	88961
wav_train/id10001/J9lHsKG98U8/00005.wav	147201
wav_train/id10001/J9lHsKG98U8/00006.wav	158721
wav_train/id10001/J9lHsKG98U8/00007.wav	173441
wav_train/id10001/J9lHsKG98U8/00008.wav	65281
wav_train/id10001/J9lHsKG98U8/00009.wav	200961
wav_train/id10001/J9lHsKG98U8/00010.wav	90881
wav_train/id10001/J9lHsKG98U8/00011.wav	65281
wav_train/id10001/J9lHsKG98U8/00012.wav	296961
wav_train/id10001/J9lHsKG98U8/00013.wav	126081
wav_train/id10001/J9lHsKG98U8/00014.wav	129281
wav_train/id10001/J9lHsKG98U8/00015.wav	101121
wav_train/id10001/J9lHsKG98U8/00016.wav	410881
wav_train/id10001/J9lHsKG98U8/00017.wav	193921
wav_train/id10001/J9lHsKG98U8/00018.wav	476161
wav_train/id10001/J9lHsKG98U8/00019.wav	172801
wav_train/id10001/J9lHsKG98U8/00020.wav	83841
wav_train/id10001/J9lHsKG98U8/00021.wav	106881
wav_train/id10001/J9lHsKG98U8/00022.wav	215681
wav_train/id10001/J9lHsKG98U8/00023.wav	222721
wav_train/id10001/J9lHsKG98U8/00024.wav	250241
wav_train/id10001/J9lHsKG98U8/00025.wav	85761
wav_train/id10001/J9lHsKG98U8/00026.wav	168961
wav_train/id10001/utrA-v8pPm4/00001.wav	79361
wav_train/id10001/Y8hIVOBuels/00001.wav	72961
wav_train/id10001/Y8hIVOBuels/00002.wav	177921
wav_train/id10001/Y8hIVOBuels/00003.wav	77441
wav_train/id10001/Y8hIVOBuels/00005.wav	168961
wav_train/id10001/Y8hIVOBuels/00006.wav	72321
wav_train/id10001/Y8hIVOBuels/00007.wav	84481
wav_train/id10001/Y8hIVOBuels/00008.wav	79361
wav_train/id10001/Y8hIVOBuels/00009.wav	199681
wav_train/id10001/Y8hIVOBuels/00010.wav	69121
wav_train/id10001/zELwAz2W6hM/00001.wav	78081
wav_train/id10001/zELwAz2W6hM/00003.wav	184961
wav_train/id10001/zELwAz2W6hM/00004.wav	73601
